ride_id,UTC,IMU A1,IMU A2,IMU A3,IMU G1,IMU G2,IMU G3,IMU M1,IMU M2,IMU M3,simple_label
15692,2018-11-09 19:33:55.398,0.17226899999999998,9.761909999999999,2.143792,-1.9512195121951221,-7.682926829268293,3.2926829268292686,-31.0,-169.0,161.0,FLOATING
15692,2018-11-09 19:33:55.596,0.44024299999999994,9.5705,2.316061,-8.658536585365855,-7.560975609756098,-0.24390243902439027,-38.0,-168.0,176.0,FLOATING
15692,2018-11-09 19:33:55.827,0.34453799999999996,9.474794999999999,2.258638,-8.170731707317074,-4.146341463414634,-2.3170731707317076,-27.0,-179.0,161.0,FLOATING
15692,2018-11-09 19:33:56.025,0.306256,9.340807999999999,2.1820739999999996,-4.146341463414634,3.048780487804878,-5.487804878048781,-22.0,-176.0,152.0,FLOATING
15692,2018-11-09 19:33:56.223,0.038282,9.111115999999999,2.201215,1.2195121951219514,8.902439024390244,-9.878048780487806,-22.0,-170.0,156.0,FLOATING
15692,2018-11-09 19:33:56.421,0.0,9.091975,2.143792,3.1707317073170733,13.536585365853659,-14.756097560975611,-13.0,-167.0,165.0,FLOATING
15692,2018-11-09 19:33:56.619,0.669935,8.881423999999999,1.0910369999999998,0.9756097560975611,10.853658536585368,-16.70731707317073,3.0,-167.0,163.0,FLOATING
15692,2018-11-09 19:33:56.817,0.133987,8.670872999999998,1.2633059999999998,10.975609756097562,4.2682926829268295,-7.926829268292684,10.0,-160.0,164.0,FLOATING
15692,2018-11-09 19:33:57.015,0.11484599999999999,9.091975,0.9761909999999999,14.51219512195122,-3.536585365853659,4.878048780487806,6.0,-158.0,176.0,FLOATING
15692,2018-11-09 19:33:57.213,-0.6890759999999999,9.781051,1.1484599999999998,23.29268292682927,-3.2926829268292686,16.34146341463415,-4.0,-156.0,194.0,FLOATING
15692,2018-11-09 19:33:57.411,-0.22969199999999998,10.795523999999999,0.95705,8.902439024390244,-5.0,15.731707317073171,-9.0,-147.0,195.0,FLOATING
15692,2018-11-09 19:33:57.609,0.17226899999999998,10.450985999999999,0.9761909999999999,-11.341463414634147,-6.707317073170732,8.292682926829269,-8.0,-160.0,202.0,FLOATING
15692,2018-11-09 19:33:57.807,-0.133987,9.800192,0.5550889999999999,-11.707317073170733,-5.121951219512195,1.0975609756097562,-13.0,-159.0,177.0,FLOATING
15692,2018-11-09 19:33:58.038,0.11484599999999999,9.436513,0.9953319999999999,-10.24390243902439,-7.8048780487804885,-1.3414634146341464,-16.0,-164.0,170.0,FLOATING
15692,2018-11-09 19:33:58.236,0.17226899999999998,9.647063999999999,1.8949589999999998,-17.31707317073171,-9.634146341463415,-1.5853658536585367,-8.0,-170.0,154.0,FLOATING
15692,2018-11-09 19:33:58.434,0.019141,9.608782,2.660599,-18.29268292682927,-5.2439024390243905,-3.414634146341464,2.0,-170.0,138.0,FLOATING
15692,2018-11-09 19:33:58.632,0.325397,9.206821,3.005137,-6.219512195121951,4.146341463414634,-3.414634146341464,2.0,-168.0,128.0,FLOATING
15692,2018-11-09 19:33:58.830,0.44024299999999994,8.938846999999999,2.5266119999999996,7.8048780487804885,9.26829268292683,-1.3414634146341464,-2.0,-174.0,118.0,FLOATING
15692,2018-11-09 19:33:59.028,0.38281999999999994,9.264244,1.9906639999999998,12.195121951219512,0.9756097560975611,-0.12195121951219513,5.0,-163.0,125.0,FLOATING
15692,2018-11-09 19:33:59.226,0.019141,9.608782,2.3352019999999998,7.682926829268293,-4.634146341463415,-0.48780487804878053,3.0,-163.0,141.0,FLOATING
15692,2018-11-09 19:33:59.424,0.11484599999999999,9.685346,2.6414579999999996,8.78048780487805,-2.1951219512195124,-2.9268292682926833,0.0,-162.0,140.0,FLOATING
15692,2018-11-09 19:33:59.622,0.0,9.474794999999999,2.6414579999999996,3.9024390243902443,5.121951219512195,-2.073170731707317,12.0,-160.0,148.0,FLOATING
15692,2018-11-09 19:33:59.820,-0.19140999999999997,9.340807999999999,1.3781519999999998,-0.24390243902439027,9.02439024390244,-0.24390243902439027,22.0,-162.0,156.0,FLOATING
15692,2018-11-09 19:34:00.018,0.019141,9.340807999999999,1.1101779999999999,4.2682926829268295,2.073170731707317,1.0975609756097562,11.0,-155.0,149.0,FLOATING
15692,2018-11-09 19:34:00.249,-0.038282,9.704486999999999,1.512139,7.439024390243903,-0.6097560975609757,1.9512195121951221,14.0,-162.0,156.0,FLOATING
15692,2018-11-09 19:34:00.447,0.019141,9.666205,1.225024,11.219512195121952,0.24390243902439027,2.439024390243903,13.0,-157.0,157.0,FLOATING
15692,2018-11-09 19:34:00.645,-0.019141,9.474794999999999,1.071896,9.878048780487806,1.0975609756097562,5.853658536585367,6.0,-160.0,162.0,FLOATING
15692,2018-11-09 19:34:00.843,0.076564,9.666205,0.8039219999999999,-3.536585365853659,-0.12195121951219513,5.975609756097562,3.0,-161.0,163.0,FLOATING
15692,2018-11-09 19:34:01.041,0.038282,9.800192,0.7464989999999999,-6.341463414634147,-1.0975609756097562,4.2682926829268295,-3.0,-159.0,157.0,FLOATING
15692,2018-11-09 19:34:01.239,0.306256,9.838474,0.8039219999999999,5.609756097560976,0.0,5.121951219512195,-1.0,-163.0,159.0,FLOATING
15692,2018-11-09 19:34:01.437,0.478525,9.895897,0.8039219999999999,8.414634146341465,-0.7317073170731708,7.317073170731708,-9.0,-161.0,161.0,FLOATING
15692,2018-11-09 19:34:01.635,0.593371,9.876755999999999,0.899627,1.9512195121951221,-0.853658536585366,7.560975609756098,-8.0,-170.0,164.0,FLOATING
15692,2018-11-09 19:34:01.866,0.535948,9.876755999999999,0.5168069999999999,4.634146341463415,-0.3658536585365854,6.707317073170732,-2.0,-168.0,160.0,FLOATING
15692,2018-11-09 19:34:02.031,0.650794,10.049024999999999,0.6316529999999999,3.658536585365854,-3.1707317073170733,6.097560975609756,-22.0,-168.0,172.0,FLOATING
15692,2018-11-09 19:34:02.262,0.784781,10.183012,0.6890759999999999,2.682926829268293,-4.024390243902439,3.1707317073170733,-15.0,-165.0,171.0,FLOATING
15692,2018-11-09 19:34:02.460,0.95705,10.240435,1.0527549999999999,0.48780487804878053,-2.682926829268293,-1.5853658536585367,-14.0,-162.0,170.0,FLOATING
15692,2018-11-09 19:34:02.658,0.842204,9.895897,0.9953319999999999,-2.804878048780488,-4.390243902439025,-4.390243902439025,-7.0,-165.0,171.0,FLOATING
15692,2018-11-09 19:34:02.856,0.784781,9.359948999999999,2.1055099999999998,-13.658536585365855,-3.414634146341464,-4.634146341463415,-5.0,-163.0,151.0,FLOATING
15692,2018-11-09 19:34:03.054,0.612512,8.862283,1.799254,-15.243902439024392,1.0975609756097562,-3.536585365853659,-1.0,-165.0,137.0,FLOATING
15692,2018-11-09 19:34:03.252,0.210551,9.034552,1.6652669999999998,-12.682926829268293,0.12195121951219513,-5.731707317073171,8.0,-176.0,132.0,FLOATING
15692,2018-11-09 19:34:03.450,0.669935,9.168538999999999,1.301588,-4.75609756097561,-0.9756097560975611,-10.121951219512196,13.0,-169.0,117.0,FLOATING
15692,2018-11-09 19:34:03.648,-0.153128,8.938846999999999,1.9332409999999998,-0.7317073170731708,7.195121951219513,-13.170731707317074,19.0,-165.0,117.0,FLOATING
15692,2018-11-09 19:34:03.846,0.153128,8.862283,1.282447,7.682926829268293,17.073170731707318,-10.731707317073171,30.0,-160.0,130.0,FLOATING
15692,2018-11-09 19:34:04.044,0.325397,9.37909,0.210551,15.487804878048783,15.609756097560977,-4.75609756097561,39.0,-159.0,137.0,FLOATING
15692,2018-11-09 19:34:04.275,-0.34453799999999996,9.513077,0.28711499999999995,17.439024390243905,8.170731707317074,-0.3658536585365854,34.0,-148.0,154.0,FLOATING
15692,2018-11-09 19:34:04.473,-0.24883299999999997,9.608782,0.44024299999999994,4.146341463414634,-7.439024390243903,3.414634146341464,27.0,-133.0,165.0,FLOATING
15692,2018-11-09 19:34:04.671,-0.09570499999999998,9.666205,1.0527549999999999,0.48780487804878053,-6.219512195121951,8.048780487804878,40.0,-144.0,160.0,FLOATING
15692,2018-11-09 19:34:04.869,-0.363679,9.819332999999999,0.9379089999999999,-8.292682926829269,-0.853658536585366,8.658536585365855,28.0,-152.0,150.0,FLOATING
15692,2018-11-09 19:34:05.067,-0.34453799999999996,9.991601999999999,0.7464989999999999,-8.414634146341465,0.24390243902439027,7.317073170731708,19.0,-153.0,143.0,FLOATING
15692,2018-11-09 19:34:05.265,0.421102,9.934178999999999,0.8804859999999999,-5.365853658536586,-1.5853658536585367,9.02439024390244,19.0,-159.0,133.0,FLOATING
15692,2018-11-09 19:34:05.463,0.22969199999999998,9.895897,2.660599,-3.658536585365854,-5.731707317073171,9.26829268292683,4.0,-166.0,134.0,FLOATING
15692,2018-11-09 19:34:05.661,0.28711499999999995,10.163870999999999,2.3352019999999998,-7.439024390243903,-3.1707317073170733,6.463414634146342,13.0,-167.0,117.0,FLOATING
15692,2018-11-09 19:34:05.859,0.325397,9.647063999999999,2.4117659999999996,-13.414634146341465,-2.9268292682926833,0.853658536585366,13.0,-169.0,103.0,FLOATING
15692,2018-11-09 19:34:06.090,0.267974,9.245102999999999,2.564894,1.3414634146341464,-5.0,0.853658536585366,5.0,-163.0,101.0,FLOATING
15692,2018-11-09 19:34:06.288,0.593371,9.819332999999999,3.5793669999999995,-7.926829268292684,-4.51219512195122,2.682926829268293,14.0,-176.0,94.0,FLOATING
15692,2018-11-09 19:34:06.486,0.421102,9.245102999999999,4.115315,-10.24390243902439,2.5609756097560976,1.9512195121951221,8.0,-166.0,90.0,FLOATING
15692,2018-11-09 19:34:06.684,0.210551,9.034552,3.885623,-10.731707317073171,2.439024390243903,-3.1707317073170733,-1.0,-165.0,69.0,FLOATING
15692,2018-11-09 19:34:06.882,0.17226899999999998,8.460322,3.5793669999999995,-10.121951219512196,4.146341463414634,-12.926829268292684,13.0,-165.0,73.0,FLOATING
15692,2018-11-09 19:34:07.080,0.34453799999999996,8.154065999999998,3.081701,-0.24390243902439027,7.8048780487804885,-16.34146341463415,32.0,-152.0,62.0,FLOATING
15692,2018-11-09 19:34:07.278,0.24883299999999997,8.613449999999998,2.4691889999999996,24.146341463414636,9.51219512195122,-10.731707317073171,37.0,-149.0,73.0,FLOATING
15692,2018-11-09 19:34:07.542,-0.24883299999999997,9.608782,2.5266119999999996,24.146341463414636,12.439024390243903,-2.5609756097560976,52.0,-154.0,100.0,FLOATING
15692,2018-11-09 19:34:07.773,-0.057422999999999995,9.398231,1.8375359999999998,5.975609756097562,9.756097560975611,6.585365853658537,37.0,-147.0,117.0,FLOATING
15692,2018-11-09 19:34:08.037,0.24883299999999997,9.072833999999999,0.650794,-9.756097560975611,-8.536585365853659,14.756097560975611,29.0,-163.0,121.0,FLOATING
15692,2018-11-09 19:34:08.301,-0.421102,9.800192,1.2058829999999998,8.048780487804878,-18.53658536585366,12.560975609756099,18.0,-164.0,106.0,FLOATING
15692,2018-11-09 19:34:08.532,0.0,11.159203,1.8758179999999998,20.853658536585368,-8.78048780487805,0.853658536585366,20.0,-166.0,122.0,FLOATING
15692,2018-11-09 19:34:08.796,0.325397,10.106447999999999,1.7801129999999998,-4.390243902439025,3.2926829268292686,-7.926829268292684,22.0,-164.0,118.0,FLOATING
15692,2018-11-09 19:34:09.027,0.49766599999999994,8.977129,0.7656399999999999,-4.878048780487806,-2.9268292682926833,-3.780487804878049,34.0,-160.0,116.0,FLOATING
15692,2018-11-09 19:34:09.291,0.09570499999999998,9.283384999999999,1.014473,2.9268292682926833,-10.0,1.707317073170732,23.0,-163.0,105.0,FLOATING
15692,2018-11-09 19:34:09.555,0.09570499999999998,9.819332999999999,2.0098049999999996,-3.658536585365854,-3.414634146341464,-1.9512195121951221,31.0,-165.0,99.0,FLOATING
15692,2018-11-09 19:34:09.786,0.49766599999999994,9.302525999999999,2.1629329999999998,-19.75609756097561,3.780487804878049,-6.585365853658537,38.0,-154.0,88.0,FLOATING
